Identity,Link,Location,Area,Beds,Baths,Price,Balloted,Barbeque Area,Boundary Wall,Broadband Internet Access,Central Air Conditioning,Community Centre,Community Gym,Community Lawn or Garden,Corner,Day Care Centre,Dining Room,Disputed,Drawing Room,Electricity,Electricity Backup,File,First Aid or Medical Centre,Flooring,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Park Facing,Possesion,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Sewerage,Steam Room,Study Room,Sui Gas,Waste Disposal,Water Supply,Built in year,Distance From Airport (kms),Floors,Kitchens,Parking Spaces,Store Rooms
Residential Plot 47233846,https://www.zameen.com/Property/d_h_a_dha_phase_6_500_yard_creak_lane_prime_location_available_in_dha-47233846-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,500.0,0.0,0.0,81500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 44941196,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_beach_view_plot_for_sale_phase_8_extension_dha_karachi-44941196-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,32500000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47272720,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_dha_defence_karachi_urgent_sale_cheep_price_antiq_plot_dha_karachi_sind-47272720-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,5000.0,0.0,0.0,590000000.0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46625979,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_1000_yards_plots_for_sale_on_dha_phase_8_zone_c-46625979-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,1000.0,0.0,0.0,110000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47174895,https://www.zameen.com/Property/d_h_a_dha_phase_8_dha_phase_8_residential_plot_sized_100_square_yards-47174895-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,100.0,0.0,0.0,25000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45863295,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_brand_new_architect_designed_owner_built_with-45863295-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,21000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 46083911,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_pair_commercial_plot_available_for_sale-46083911-1674-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 7 Extension Commercial Plots,200.0,0.0,0.0,87500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46697009,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_off_kh-e-ghalib_west_open_4_belt_1000_yards-46697009-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,1000.0,0.0,0.0,115000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 41925491,https://www.zameen.com/Property/d_h_a_dha_phase_8_plot_for_sale_at_dha_phase_8_e_zone_karachi_500_square_yards-41925491-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,52500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45902071,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_300_yards_out_class_location_in_prime_location_of_dha-45902071-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,31500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 34359154,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_residential_plot_available_on_prime_location_for_sale_in_phase_8_zone_a_dha-34359154-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,2000.0,0.0,0.0,400000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46634244,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_1000_yards_plots_for_sale_on_dha_phase_8_zone_e-46634244-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,1000.0,0.0,0.0,76000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45721067,https://www.zameen.com/Property/d_h_a_dha_phase_8_ready_to_buy_a_residential_plot_4500_square_feet_in_dha_phase_8-45721067-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,38000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 44405486,https://www.zameen.com/Property/d_h_a_dha_phase_7_get_in_touch_now_to_buy_a_4500_square_feet_residential_plot_in_dha_phase_7_karachi-44405486-1484-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Residential Plots,500.0,0.0,0.0,80000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 39556144,https://www.zameen.com/Property/d_h_a_dha_phase_8_613_sq_yards_residential_plot_available_for_sale_in_east_street_dha_phase_8_karachi-39556144-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,613.0,0.0,0.0,100000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 47191348,https://www.zameen.com/Property/d_h_a_dha_phase_8_commercial_plot_for_sale_beach_avenue_dha_phase8_karachi-47191348-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,300.0,0.0,0.0,195000000.0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47085968,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_d_dha_phase_8_zone_d_500_yard_chance_deal_plot_available_for_sale-47085968-6680-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone D Residential Plots,500.0,0.0,0.0,43500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46983796,https://www.zameen.com/Property/d_h_a_dha_phase_6_500_yards_chance_deal_off_khayaban_e_raahat_street_5_prime_location_off_dha_phase_6-46983796-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,500.0,0.0,0.0,65000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46758588,https://www.zameen.com/Property/d_h_a_dha_phase_8_chance_deal_plot_available_for_sale_in_dha_8-46758588-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,60000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47060142,https://www.zameen.com/Property/d_h_a_dha_phase_8_1000_yard_plot_for_sale_residential_plot_available_dha_phase-8-47060142-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,135000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 45959560,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_1000_yards_beach_street_8_most_prime_location_chance_deal-45959560-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,1000.0,0.0,0.0,79500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46792445,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_5000_yards_plot_for_sale_in_phase_8_zone_a-46792445-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,5000.0,0.0,0.0,880000000.0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47068558,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_prime_location_dha_phase_7_extension_100_square_yards_residential_plot_up_for_sale-47068558-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,56789.01234,0.0,0.0,20500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46132618,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_e_1000_yards_plots_for_sale_on_dha_phase_8_zone_e-46132618-6681-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone E Residential Plots,1000.0,0.0,0.0,74000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47252455,https://www.zameen.com/Property/d_h_a_dha_phase_8_666_yard_s_plot-47252455-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,666.0,0.0,0.0,60000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46149474,https://www.zameen.com/Property/d_h_a_dha_phase_8_2000_yds_plot_in_zone_d-46149474-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,2000.0,0.0,0.0,165000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46374416,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_defence_phase_8_extension_500_yards_residential_plot_for_sale-46374416-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,500.0,0.0,0.0,42500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46754704,https://www.zameen.com/Property/d_h_a_dha_phase_8_500_square_yard_residential_plot_is_available_for_sale_in_dha_phase_8_karachi-46754704-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,80000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47047271,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_100yd_residential_plot_for_sale-47047271-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,18500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46374668,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_defence_phase_8_zone-c_500_yards_residential_plot_for_sale-46374668-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,500.0,0.0,0.0,45000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45285768,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_ideal_location_plot_for_sale_in_dha_phase_7_extension-45285768-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,100.0,0.0,0.0,22000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46919570,https://www.zameen.com/Property/dha_defence_dha_phase_7_extension_defence_phase_7_extension_500_yard_corner_plot_is_available-46919570-1674-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 7 Extension Residential Plots,500.0,0.0,0.0,56000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 44991437,https://www.zameen.com/Property/d_h_a_dha_phase_8_1000_yards_plot_in_zone_e-44991437-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,100000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 47267798,https://www.zameen.com/Property/dha_phase_5_tauheed_commercial_area_commercial_plot_for_grabs_in_200_square_yards_karachi-47267798-8487-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 5 Commercial Plots > Tauheed Commercial Area Commercial Plots,200.0,0.0,0.0,80000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47249211,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_a_1000_yards_plot_for_sale_beach_street_zone_a-47249211-6677-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone A Residential Plots,1000.0,0.0,0.0,104000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46154351,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_1000_sq_yards_plot_for_sale_in_dha_phase_8_zone_b-46154351-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,1000.0,0.0,0.0,120000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46982331,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_b_20th_street_d-cutting_4th_belt_500_yards_residential_plot_zone_b_and_more_options-46982331-6678-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone B Residential Plots,500.0,0.0,0.0,66000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46028844,https://www.zameen.com/Property/d_h_a_dha_phase_6_600_yards_plot_at_main_shujjat_urgent_sale-46028844-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,600.0,0.0,0.0,79000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46643095,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_sahil_street_21_lease_area_no_brokers_plz-46643095-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,500.0,0.0,0.0,41500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 45900783,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_300_yards_plot_for_investment_building_your_dream_homr-45900783-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,30500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 47308226,https://www.zameen.com/Property/d_h_a_dha_phase_5_800_yards_residential_plot_for_sale_on_32nd_street_near_khy_sehar_at_most_prime_location-47308226-1482-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 5 Residential Plots,800.0,0.0,0.0,110000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 46545638,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_sahil_commercial_street_3_100_yards-46545638-1675-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots > DHA Phase 8 Extension Commercial Plots,100.0,0.0,0.0,43000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46736530,https://www.zameen.com/Property/d_h_a_dha_phase_8_get_in_touch_now_to_buy_a_residential_plot_in_karachi-46736530-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,49000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Commercial Plot 46736549,https://www.zameen.com/Property/d_h_a_dha_phase_8_100_square_yards_commercial_plot_is_available_for_sale_in_dha_phase_8-46736549-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,100.0,0.0,0.0,77500000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 47275472,https://www.zameen.com/Property/d_h_a_dha_phase_2_450_yards_plot_for_sale-47275472-1479-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 2 Residential Plots,450.0,0.0,0.0,65000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 34310312,https://www.zameen.com/Property/d_h_a_dha_phase_6_2000_yards_plot_for_sale_in_phase_vi_dha-34310312-1483-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 6 Residential Plots,2000.0,0.0,0.0,280000000.0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Commercial Plot 47094544,https://www.zameen.com/Property/d_h_a_dha_phase_8_commercial_plot_for_sale-47094544-1485-2.html,Karachi Commercial Plots > DHA Defence Commercial Plots > DHA Phase 8 Commercial Plots,300.0,0.0,0.0,220000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46625799,https://www.zameen.com/Property/dha_phase_8_dha_phase_8_-_zone_c_500_yards_plots_for_sale_on_dha_phase_8_zone_c-46625799-6679-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 - Zone C Residential Plots,500.0,0.0,0.0,45000000.0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0
Residential Plot 46737701,https://www.zameen.com/Property/d_h_a_dha_phase_8_reserve_a_residential_plot_of_1000_square_yards_now_in_dha_phase_8-46737701-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,1000.0,0.0,0.0,140000000.0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46311961,https://www.zameen.com/Property/d_h_a_dha_phase_8_zulfiqar_street-46311961-1485-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots,500.0,0.0,0.0,74000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0
Residential Plot 46492785,https://www.zameen.com/Property/phase_8_dha_phase_8_extension_chance_deal_300_urgent_sale_yards_sahil_street_11big_number_west_open_above_central_avenue_fast_develped_area_dont_mis_the_chance_buyers_attractive_price_3_crore-46492785-1675-2.html,Karachi Residential Plots > DHA Defence Residential Plots > DHA Phase 8 Residential Plots > DHA Phase 8 Extension Residential Plots,300.0,0.0,0.0,30000000.0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0
