Identity,Link,Location,Area,Beds,Baths,Price,ATM Machines,Barbeque Area,Broadband Internet Access,Business Center or Media Room in Building,Central Air Conditioning,Central Heating,Communal/Shared Kitchen,Community Centre,Community Gym,Community Lawn or Garden,Community Swimming Pool,Conference Room in Building,Day Care Centre,Dining Room,Double Glazed Windows,Drawing Room,Electricity Backup,Facilities for Disabled,First Aid or Medical Centre,Flooring,Furnished,Gym,Intercom,Jacuzzi,Kids Play Area,Laundry Room,Laundry or Dry Cleaning Facility,Lawn or Garden,Lobby in Building,Lounge or Sitting Room,Maintenance Staff,Mosque,Nearby Hospitals,Nearby Public Transport Service,Nearby Restaurants,Nearby Schools,Nearby Shopping Malls,Pet Policy,Powder Room,Prayer Room,Satellite or Cable TV Ready,Sauna,Security Staff,Service Elevators in Building,Steam Room,Study Room,Swimming Pool,Waste Disposal,Built in year,Distance From Airport (kms),Elevators,Floor,Floors,Floors in Building,Kitchens,Parking Spaces,Servant Quarters,Store Rooms
House 46937715,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_change_your_address_to_dha_defence_phase_2_islamabad_for_a_reasonable_price_of_rs_95000000-46937715-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,56789.01234,6.0,6.0,95000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47181705,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_f_dha_phase_2_-_sector_f_dha_defence_phase_2_dha_defence_islamabad_islamabad_capital-47181705-3201-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses > DHA Phase 2 - Sector F Houses,604.44,8.0,6.0,120000000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,1,0,1,1,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
House 46149843,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_eye_catching_double_unit_brand_new_house_for_sale-46149843-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,120000000.0,0,0,1,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,1,0,1,0,1,0,0,1,1,1,0,1,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
Penthouse 40607691,https://www.zameen.com/Property/dha_defence_phase_2_defence_residency_penthouse_size_1352_sqft_3_bedrooms-40607691-9914-1.html,Islamabad Penthouse > DHA Defence Penthouse > DHA Defence Phase 2 Penthouse > Defence Residency Penthouse,181.32,3.0,3.0,12000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47231034,https://www.zameen.com/Property/dha_defence_phase_5_dha_phase_5_-_sector_a_brand_new_luxury_corner_house_for_sale-47231034-8400-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 5 Houses > DHA Phase 5 - Sector A Houses,906.66,8.0,6.0,125000000.0,0,1,1,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0
House 45729855,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_15_marla_brand_new_designer_house_for_sale_in_dha_02_islamabad-45729855-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,453.3,5.0,6.0,68000000.0,0,1,1,0,1,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,2022.0,1.0,0.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0
House 47236730,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_6_bed_room_double_unit_house-47236730-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,302.2,6.0,6.0,52000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
House 46683596,https://www.zameen.com/Property/dha_defence_dha_defence_phase_5_luxury_1_kanal_beautiful_house_for_sale_dha_phase_5_islamabad-46683596-10991-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 5 Houses,604.44,5.0,6.0,95000000.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2023.0,0.0,0.0,0.0,2.0,0.0,1.0,1.0,0.0,0.0
House 46504684,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_1_kanal_double_unit_spanish_house_for_sale_at_dha_2_islamabad-46504684-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,88500000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,0,1,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,1,1,0,0,0,0,1,1,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0
House 45938931,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha2_one_kanal_beautiful_double_unit_house-45938931-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,95000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
Flat 46212866,https://www.zameen.com/Property/dha_defence_phase_2_goldcrest_views_luxury_two_bedroom_apartment_for_sale_in_goldcrest_highlife-3_near_giga_mall_world_trade_center_defence_residency_dha_phase_2_islamabad-46212866-18358-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Goldcrest Views Flats,114.83599999999998,2.0,2.0,8800000.0,1,1,1,1,0,0,0,1,1,1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,1,0,0,1,1,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,2024.0,1.0,5.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0
Flat 46804542,https://www.zameen.com/Property/dha_defence_phase_2_askari_tower_1_3_bed_apartment_for_sale_askari_tower_1_dha_phase_2_islamabad-46804542-10663-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Askari Tower 1 Flats,362.64,3.0,3.0,36500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45573105,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_brand_new_luxury_kanal_6_bed_park_facing_house-45573105-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,79000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0
House 46877414,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_very_beautiful_1_5_kanal_house_for_sale-46877414-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,906.66,5.0,6.0,130000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2020.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0
House 47266628,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_c_brand_new_house_for_sale-47266628-3198-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses > DHA Phase 2 - Sector C Houses,302.2,4.0,5.0,64000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47047643,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_this_is_your_chance_to_buy_house_in_dha_defence_phase_2_islamabad-47047643-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,56789.01234,6.0,6.0,95000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46622260,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_brand_new_1_kanal_house_for_sale_in_dha_2-46622260-3199-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses > DHA Phase 2 - Sector D Houses,604.44,6.0,6.0,95000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,1.0
House 47210924,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxurious_living_redefined_one_kanal_designer_house_for_sale_in_dha_phase_2_islamabad-47210924-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,130000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
House 45253894,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_brand_new_house_available_for_sale_dha_ph_2_islambad-45253894-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,104000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45625579,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_beautiful_house_on_prime_location_for_sale-45625579-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,119000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
House 45060093,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_g_1_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-45060093-3202-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses > DHA Phase 2 - Sector G Houses,604.44,6.0,6.0,117500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 41802764,https://www.zameen.com/Property/dha_phase_1_sector_f_dha_phase_1_-_defence_villas_defence_villa_at_its_best-41802764-3075-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses > DHA Phase 1 - Sector F Houses > DHA Phase 1 - Defence Villas Houses,906.66,3.0,3.0,55000000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,1,0.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,1.0,1.0
House 46828290,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_20_marla_house_for_sale_in_dha_defence_phase_2_islamabad-46828290-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,125000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,0,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46645132,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_exquisite_1_kanal_brand_new_home_a_gem_in_dha_phase_2_awaits_you-46645132-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,115000000.0,0,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0,1,1,1,0,0,0,0,0,0,1,2023.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,2.0
House 46150040,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_peak_location_brand_new_double_unit_house_for_sale_at_dha_2-46150040-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,105000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,0,0,1,0,1,0,1,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,2.0,1.0
House 47273632,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_avail_yourself_a_great_20_marla_house_in_dha_defence_phase_2-47273632-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,0.0,0.0,99000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Flat 45925569,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_3_apartments_for_sale-45925569-17434-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 5 Flats > Askari Tower 3 Flats,350.552,3.0,3.0,34500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45902204,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_sale_dha_2_islamabad_beautiful_prime_location-45902204-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,105000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0
House 47156481,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_you_can_find_a_gorgeous_house_for_sale_in_dha_defence_phase_2-47156481-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,0.0,0.0,99000000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45533376,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_stunning_new_design_kanal_bungalow_at_prime_location-45533376-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,5.0,6.0,130000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0
House 47130373,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_sector_j_10_marla_new_owner_house_for_sale-47130373-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,302.2,0.0,0.0,59000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47211913,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_one_kanal_brand_new_double_unit_house_for_sale-47211913-376-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses,604.44,6.0,6.0,92500000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0
House 45871552,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_house_for_sale_dha_2_islamabad_designer_house-45871552-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,109000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0
House 45497145,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_luxury_brand_new_kanal_park_facing_house_at_prime_location-45497145-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,85000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,0.0,0.0,2.0,3.0,2.0,2.0
House 47003929,https://www.zameen.com/Property/dha_defence_dha_valley_own_a_house_in_1800_square_feet_islamabad-47003929-1333-1.html,Islamabad Houses > DHA Defence Houses > DHA Valley Houses,241.76,3.0,3.0,14500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46803385,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_newly_double_story_constructed_house_on_1_kanal_in_dhai_phase_2_for_sale-46803385-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,125000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45723415,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_luxurious_brand_new_house_available_for_sale_at_dha-45723415-376-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses,604.44,6.0,6.0,90000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 45824878,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_luxurious_beautiful_house_prime_location_of_dha2-45824878-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,108500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
House 47124952,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_dha_2_sector_j_5_marla_house_for_sale-47124952-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,151.1,0.0,0.0,34000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 47319594,https://www.zameen.com/Property/dha_defence_dha_defence_phase_1_12_marla_house_outstanding_construction-47319594-376-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 1 Houses,362.64,5.0,6.0,49500000.0,0,1,1,0,0,0,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,0,1,0,1,1,0,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,2.0,1.0,1.0
Flat 47303576,https://www.zameen.com/Property/dha_defence_phase_5_askari_tower_3_4_bed_room_apartment_available_for_sale-47303576-17434-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 5 Flats > Askari Tower 3 Flats,429.124,4.0,4.0,38500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 46135936,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_beautiful_designer_house-46135936-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,105000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
House 46352571,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_we_offer_20_marla_brand_new_designer_house_for_sale_in_sector_e_dha_2_islamabad-46352571-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,97500000.0,0,1,1,0,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,2.0,2.0
Flat 47068312,https://www.zameen.com/Property/al_ghurair_giga_al-ghurair_giga_-_block_16_al-ghurair_giga_-_block_16_flat_sized_1150_square_feet_is_available-47068312-15120-1.html,Islamabad Flats > DHA Defence Flats > DHA Defence Phase 2 Flats > Al-Ghurair Giga Flats > Al-Ghurair Giga - Block 16 Flats,154.122,3.0,3.0,14400000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
House 44972356,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_top_location_1_kanal_house_near_giga_mall_at_dha_2-44972356-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,90000000.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0
House 46642314,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_1_kanal_double_unit_house_for_sale_in_dha_2_islamabad-46642314-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,87500000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,2.0,2.0
House 47261746,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_one_kanal_luxury_designer_house_is_available_for_sale_in_dha_02_islamabad-47261746-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,87500000.0,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,0,2023.0,1.0,0.0,0.0,2.0,0.0,2.0,3.0,1.0,1.0
House 46787705,https://www.zameen.com/Property/dha_defence_phase_2_dha_phase_2_-_sector_d_kanal_brand_new_house_available_for_sale_in_dha_phase_2_islamabad-46787705-3199-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses > DHA Phase 2 - Sector D Houses,604.44,6.0,6.0,115000000.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,1.0,0.0,0.0,0.0,2.0,0.0,2.0,1.0,2.0,1.0
House 45503519,https://www.zameen.com/Property/dha_defence_dha_defence_phase_2_near_commercial_iqbal_boulevard_brand_new_house_on_investor_price-45503519-339-1.html,Islamabad Houses > DHA Defence Houses > DHA Defence Phase 2 Houses,604.44,6.0,6.0,88000000.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2023.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
